cro,avg_count,a,b,fit
179,18441.28714497103,0.293931353213447,0.06028271903246691,yes
180,18544.40107238617,0.3084099989085686,0.058052113857246505,yes
181,18638.406377087653,0.2832358569792267,0.05941813645686479,yes
182,18741.421439809033,0.28569309920460095,0.060284130039948966,yes
183,18840.42267207141,0.286717426879865,0.059154292697608475,yes
184,18937.005759962416,0.28368707637776835,0.058675787725845745,yes
185,19042.58177514019,0.28652050841352167,0.05991416177475056,yes
186,19145.05803372316,0.28538413018888653,0.06543317241887409,yes
187,19243.71123824002,0.3010202143881362,0.06639966064066098,yes
188,19342.740520204297,0.3156977489591116,0.06513698505503215,yes
189,19447.941253012334,0.3235535291570954,0.06436223379711682,yes
190,19547.89328924591,0.3185171415993203,0.0626745447465149,yes
191,19650.098049253767,0.3193275378906935,0.06484395077365257,yes
192,19750.579077158032,0.32317817263583826,0.06269790675395444,yes
193,19848.984401183992,0.31531257137961,0.06343609992416915,yes
194,19950.643665415457,0.30533824232207535,0.06321262362871127,yes
195,20047.34799108607,0.3089646732160398,0.06285034699997667,yes
196,20151.404025085798,0.3183230395343399,0.06541213829151421,yes
197,20250.069950962807,0.3227345261074704,0.06537782085132426,yes
198,20352.722889599496,0.352781374179325,0.06460925241631994,yes
199,20456.568761583454,0.3631563771212478,0.06364801501928206,yes
200,20555.586980616798,0.3713517792246604,0.06457510097565893,yes
201,20655.545843682634,0.36197775371560703,0.06670236044955587,yes
202,20757.6962843187,0.3720458421099528,0.06483334198979017,yes
203,20857.586635574342,0.37244191892855777,0.06531892834992283,yes
204,20960.605675608305,0.36747631074027864,0.06535559717860666,yes
205,21057.38009822185,0.38700884486156695,0.0640936041224028,yes
206,21164.99054508652,0.4156194783162397,0.06207536087876801,yes
207,21264.4622864024,0.4121324565337399,0.06565984446581875,yes
208,21365.712640273847,0.42816301234334003,0.06571512964904343,yes
209,21464.83829839035,0.4343633173779398,0.06619824155958408,yes
210,21569.348222228233,0.4439095050245855,0.0655916008780781,yes
211,21673.707783634844,0.4548054285917533,0.06477116183272894,yes
212,21771.04054508652,0.45855838100079743,0.06551882223824065,yes
213,21871.974031831192,0.4677027104662134,0.06561118508460399,yes
214,21975.60577100853,0.46383702772332697,0.06609717056776351,yes
215,22076.690734976244,0.46879612266515175,0.06683066718345898,yes
216,22177.25145625115,0.4688897937002594,0.06737072280096806,yes
217,22275.27880059249,0.4770481429566717,0.06661884478276012,yes
218,22376.221380612173,0.4805124346125476,0.06689721489055912,yes
219,22482.626320381125,0.4749030626845728,0.07016464355257566,yes
220,22586.17283279443,0.4842203201093677,0.06913815805798386,yes
221,22683.097197250107,0.4827074211399749,0.07211030600416364,yes
222,22788.477620612623,0.4913050698702648,0.07237448464875075,yes
223,22889.186377720656,0.49674917052476153,0.07155387772795045,yes
224,22985.289536165365,0.5003103243002758,0.07252431034723304,yes
225,23091.902392990185,0.4937503975565852,0.07441251925293607,yes
226,23186.60938064614,0.5081816928658819,0.07301513471322509,yes
227,23294.77479849493,0.5118880481698217,0.07368156373827384,yes
228,23393.27092031214,0.5084445024241344,0.07514055682115854,yes
229,23497.15519628773,0.517652109277461,0.0757465925893481,yes
230,23597.132820364874,0.5094170686934709,0.07620915142470853,yes
231,23694.983480472638,0.5132630629771422,0.077895259000787,yes
232,23796.83443838603,0.5096635144617611,0.07779469017636807,yes
233,23896.33065634415,0.5206624439312016,0.07782193149894136,yes
234,23997.846618357213,0.5190088839995389,0.07933142550927812,yes
235,24101.537077505152,0.5260902846646972,0.0787557404359676,yes
236,24201.801301094973,0.5482226022246314,0.07627308210416758,yes
237,24301.438595742555,0.5375119048746837,0.07944418139296494,yes
238,24407.081334872884,0.5512384038515663,0.07809053626839504,yes
239,24509.722032205707,0.558397809631718,0.07879391414045006,yes
240,24607.039114291158,0.5547225223820433,0.07918737274495348,yes
241,24708.419213231162,0.5649344153901377,0.07847736307117585,yes
242,24810.076710351535,0.5604991544547347,0.08004173206285665,yes
243,24913.0786153026,0.571387865056814,0.08037908710622294,yes
244,25013.852349740668,0.5919684934951414,0.07885870128632097,yes
245,25112.36264027385,0.5935244596141558,0.07837152325335592,yes
246,25218.867852841817,0.6063751218376144,0.08044605179374278,yes
247,25318.94208935084,0.607897849800868,0.08009013353141407,yes
248,25423.943530712382,0.6139666537302005,0.0821605326767338,yes
249,25525.45815141923,0.6170397226178851,0.08248723652089784,yes
250,25622.87883704154,0.6196384519609928,0.08285834998441838,yes
251,25728.724264688142,0.6189750206921373,0.08310756893510332,yes
252,25833.0431861269,0.6254416559009082,0.08402656320527288,yes
253,25930.69727169463,0.6272228103249697,0.08350963843906756,yes
254,26030.96370170619,0.6227328277755443,0.08370276724717972,yes
255,26134.55646671711,0.6206141951124093,0.08424739515271418,yes
256,26233.38259290275,0.6254515700769141,0.08380474524894022,yes
257,26330.700165097944,0.6181167666541911,0.08493374802038502,yes
258,26430.16180094775,0.626840089550658,0.08391859821310978,yes
259,26531.685874365176,0.6165142940168488,0.08498067392097432,yes
260,26632.910602380234,0.6123813165600993,0.08436432237556958,yes
261,26732.94814546597,0.6158666956368354,0.08572939403617694,yes
262,26835.1654413573,0.6194419568534439,0.08555508604873882,yes
263,26931.706919162534,0.6255218666974725,0.08665804037271578,yes
264,27030.651932099692,0.6140310284502936,0.08674805734360853,yes
265,27131.4062767119,0.615616731178467,0.08705364763983817,yes
266,27220.86423701685,0.6080175253939615,0.08563803029669918,yes
267,27332.918359627816,0.602166068946999,0.08725865637899195,yes
268,27444.061800947748,0.5971457929705906,0.08540779770811564,yes
269,27543.37878327678,0.6021494207645194,0.0862380363054656,yes
270,27631.73685454073,0.5880784707417983,0.08711254343251457,yes
271,27736.53218063924,0.6075534739559764,0.08519807855184378,yes
272,27830.960731041665,0.5797345462121658,0.08337111151883517,yes
273,27912.39717663243,0.5889750863034816,0.08358827276892282,yes
274,28025.281463855154,0.5689634228278024,0.08082477504734478,yes
275,28166.18689993771,0.5971426043822431,0.08217012337067112,yes
277,28334.6139638001,0.5766725890832493,0.08684542897400789,yes
