cro,avg_count,a,b,fit
217,22280.1994345624,0.48447580258049244,0.07768407871793692,yes
218,22387.487335496622,0.4876690087278727,0.07874305383548025,yes
219,22483.643462926233,0.4828050515416812,0.07770432214537228,yes
220,22584.56179393844,0.48893031590363806,0.07829070642004035,yes
221,22684.369182451668,0.4814762395584767,0.07664826658184104,yes
222,22792.062054220038,0.48538294214235056,0.07731722596462354,yes
223,22882.895529894296,0.49139182264830694,0.07830351843568926,yes
224,22982.3727796179,0.48919291389709346,0.0773865697070337,yes
225,23084.49710476323,0.4910210103714415,0.08046197215358755,yes
226,23187.207032798153,0.47799833860207225,0.08123541788411455,yes
227,23272.573888764906,0.48589497553631794,0.07962630197097594,yes
228,23391.817327365847,0.48436323038044243,0.08102297803826611,yes
229,23470.213358704,0.46872927078726156,0.08071997728097477,yes
230,23598.68226658786,0.484999317269245,0.07542612903320764,yes
231,23682.321375178748,0.5189978417425118,0.0754974909559137,yes
232,23770.96527578863,0.5123692949614164,0.07697351623640564,yes
233,23881.849715215572,0.5042604625697442,0.0748444675264081,yes
238,24366.05649150342,0.465896996997252,0.0770157576000915,yes
